Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Tenure_Days,Total_Spending,Total_Purchases,Total_Accepted_Campaigns,Children_at_home,Living_With,Family_Size
Undergraduate,32632.0,32,4.1588830833596715,5.0238805208462765,4.927253685157205,5.0369526024136295,2.995732273553991,3.9889840465642745,2,4,4,8,5,0,0,0,0,0,0,0,63,4959,26.13168621189505,18,0,0,Partner,2
PhD,38236.0,2,4.07753744390572,0.0,2.9444389791664403,1.0986122886681098,0.0,2.3978952727983707,4,3,0,4,7,0,0,0,0,0,0,0,58,4545,10.51848398453864,11,0,2,Alone,3
Graduate,36781.0,16,3.4011973816621555,0.6931471805599453,2.8903717578961645,0.0,1.3862943611198906,2.6390573296152584,1,2,1,2,8,0,0,0,0,0,0,1,47,4343,11.010068010853415,6,0,1,Partner,3
Postgraduate,31385.0,56,1.3862943611198906,1.0986122886681098,2.5649493574615367,0.0,0.6931471805599453,2.302585092994046,1,1,0,2,8,1,0,0,0,0,0,1,42,4834,8.045588280803528,4,1,1,Alone,2
Graduate,24570.0,97,3.367295829986474,3.5553480614894135,4.143134726391533,2.4849066497880004,2.70805020110221,3.8066624897703196,3,4,0,4,9,0,0,0,0,0,0,0,42,4750,20.065397958527946,11,0,1,Partner,3
PhD,25509.0,15,3.713572066704308,1.3862943611198906,3.4339872044851463,2.3978952727983707,2.0794415416798357,2.4849066497880004,3,3,0,3,9,0,0,0,0,0,0,1,52,4912,15.496097096575552,9,0,1,Alone,2
Graduate,94642.0,35,6.779921907472252,4.969813299576001,6.682108597449809,4.672828834461906,4.969813299576001,4.969813299576001,0,5,7,9,1,0,0,1,1,0,0,0,75,4400,33.04429923811197,21,2,0,Partner,2
Postgraduate,58646.0,3,4.143134726391533,0.6931471805599453,3.8066624897703196,1.9459101490553132,1.791759469228055,3.1354942159291497,1,2,1,4,4,0,0,0,0,0,0,0,64,4647,15.516108230934316,8,0,1,Partner,3
Graduate,53201.0,49,5.638354669333745,2.0794415416798357,4.406719247264253,3.044522437723423,0.0,3.332204510175204,8,6,3,5,7,0,0,0,0,0,0,0,51,4765,18.50124240617646,22,0,2,Alone,3
Graduate,21994.0,4,2.302585092994046,0.0,1.9459101490553132,1.3862943611198906,0.6931471805599453,1.3862943611198906,1,0,0,3,5,0,0,0,0,0,0,0,69,4815,7.714231144849086,4,0,1,Partner,3
Graduate,57113.0,45,5.209486152841421,1.6094379124341003,3.5263605246161616,0.0,1.0986122886681098,3.7612001156935624,6,4,1,5,7,0,0,0,0,0,0,0,48,4771,15.205096994253354,16,0,2,Partner,4
Graduate,51373.0,37,4.430816798843313,1.0986122886681098,4.624972813284271,4.174387269895637,3.295836866004329,4.770684624465665,1,3,5,3,4,0,0,0,0,0,0,0,35,4635,22.395310661161325,12,0,0,Partner,2
Graduate,23477.0,39,3.6635616461296463,2.772588722239781,4.007333185232471,1.3862943611198906,2.1972245773362196,3.4011973816621555,3,3,0,4,8,0,0,0,0,0,0,0,40,4514,17.428199873720164,10,0,1,Partner,3
Graduate,58116.0,38,5.43372200355424,2.995732273553991,4.875197323201151,1.6094379124341003,2.4849066497880004,3.9512437185814275,2,3,3,8,2,0,0,0,0,0,0,0,70,4340,21.35023988111291,16,0,1,Partner,3
PhD,72968.0,8,6.996681488176539,3.6375861597263857,6.385194398997726,4.983606621708336,3.6375861597263857,4.02535169073515,1,5,5,8,3,0,0,0,1,0,0,1,63,4458,29.66600651907052,19,1,0,Alone,1
Postgraduate,39791.0,89,4.454347296253507,2.772588722239781,3.332204510175204,2.6390573296152584,2.6390573296152584,3.091042453358316,2,3,1,4,7,0,0,0,0,0,0,0,55,4721,18.928297641257327,10,0,1,Partner,3
Postgraduate,91712.0,47,7.152268856032539,3.2188758248682006,6.616065185132817,4.553876891600541,3.4011973816621555,3.8918202981106265,0,9,7,11,3,0,0,1,0,0,0,1,79,4518,28.83410443740688,27,1,0,Alone,1
Graduate,94472.0,75,6.925595197110468,3.5263605246161616,6.035481432524756,4.6913478822291435,4.61512051684126,2.833213344056216,1,5,5,5,5,0,1,1,0,0,0,0,68,4350,28.627118897378008,16,2,1,Alone,2
Graduate,13672.0,86,1.9459101490553132,1.0986122886681098,2.302585092994046,1.0986122886681098,0.6931471805599453,1.791759469228055,2,1,0,3,8,0,0,0,0,0,0,0,66,4701,8.93062646917358,6,0,2,Partner,4
Undergraduate,96547.0,4,6.1070228877422545,3.091042453358316,4.836281906951478,3.970291913552122,4.624972813284271,4.143134726391533,0,7,6,8,2,1,0,1,1,0,0,1,46,4300,26.77274670127997,21,3,0,Partner,2
Graduate,79205.0,73,6.22455842927536,3.1780538303479458,4.770684624465665,5.19295685089021,3.367295829986474,3.8066624897703196,1,6,5,4,4,0,0,0,1,0,0,1,51,4932,26.540212054735974,16,1,0,Partner,2
PhD,56559.0,46,5.424950017481403,3.1354942159291497,4.897839799950911,3.7376696182833684,3.4657359027997265,3.4657359027997265,3,4,3,8,4,0,0,0,0,0,0,0,51,4814,24.127425457244286,18,0,1,Partner,3
PhD,32644.0,38,5.480638923341991,1.3862943611198906,4.955827057601261,0.0,2.0794415416798357,3.1780538303479458,4,7,1,6,8,1,0,0,0,0,0,0,53,4792,17.080255714090924,18,1,1,Partner,3
Undergraduate,67506.0,73,4.51085950651685,3.6635616461296463,4.219507705176107,3.5263605246161616,3.6109179126442243,4.219507705176107,1,4,1,6,3,0,0,0,0,0,0,0,46,4441,23.750715000259095,12,0,1,Alone,2
Graduate,24206.0,66,2.0794415416798357,1.0986122886681098,2.1972245773362196,1.3862943611198906,1.0986122886681098,1.3862943611198906,1,1,0,3,6,0,0,0,0,0,0,0,56,4741,9.246479418592056,5,0,1,Alone,2
PhD,28420.0,36,1.6094379124341003,1.0986122886681098,1.791759469228055,1.0986122886681098,0.0,0.0,1,1,0,2,6,0,0,0,0,0,0,0,59,4450,5.598421958998375,4,0,1,Alone,2
Graduate,22979.0,29,2.833213344056216,2.8903717578961645,2.995732273553991,3.044522437723423,3.091042453358316,3.1354942159291497,3,3,2,2,8,0,0,0,0,0,0,1,56,4924,17.99037648251726,10,0,1,Partner,3
Graduate,33279.0,29,2.3978952727983707,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,1,0,0,3,3,0,0,0,0,0,0,0,60,4280,5.170483995038152,4,0,0,Alone,1
Postgraduate,46423.0,6,4.23410650459726,0.0,2.833213344056216,0.0,0.0,2.1972245773362196,3,2,0,4,7,0,0,0,0,0,0,0,54,4547,9.264544425989696,9,0,2,Alone,3
Graduate,30368.0,97,3.58351893845611,0.0,2.6390573296152584,1.0986122886681098,0.0,1.0986122886681098,2,2,0,3,8,0,0,0,0,0,0,0,49,4497,8.419800845407588,7,0,1,Partner,3
Graduate,63684.0,61,6.3561076606958915,4.394449154672439,6.061456918928017,5.342334251964811,4.543294782270004,4.394449154672439,3,8,4,8,5,0,0,0,0,0,0,0,56,4843,31.0920919232036,23,0,1,Partner,3
Graduate,41638.0,68,5.755742213586912,0.0,3.4657359027997265,1.6094379124341003,0.0,4.5217885770490405,4,5,5,3,8,1,0,0,0,0,0,0,62,4764,15.352704605869778,17,1,1,Alone,2
PhD,68805.0,73,5.209486152841421,1.0986122886681098,3.912023005428146,2.8903717578961645,2.6390573296152584,3.044522437723423,1,3,1,7,2,0,0,0,0,0,0,0,67,4548,18.794072972172522,12,0,1,Alone,2
PhD,65814.0,90,6.331501849893691,2.70805020110221,4.736198448394496,2.3978952727983707,2.70805020110221,3.58351893845611,3,8,2,10,5,0,0,0,0,0,0,0,60,4382,22.46521491174709,23,0,1,Partner,3
Graduate,71964.0,81,6.376726947898627,3.9512437185814275,6.838405200847344,5.198497031265826,3.5553480614894135,4.465908118654584,1,5,6,5,3,0,0,0,0,0,0,0,68,4668,30.38612907873722,17,0,0,Alone,1
Graduate,39146.0,1,4.553876891600541,0.6931471805599453,3.5263605246161616,2.6390573296152584,2.5649493574615367,2.5649493574615367,3,4,0,4,8,0,0,0,0,0,0,0,40,4763,16.54234064131498,11,0,1,Alone,2
Graduate,96876.0,79,6.812345094177479,3.784189633918261,6.601230118728877,3.713572066704308,5.272999558563747,3.091042453358316,1,7,7,9,2,0,1,1,1,0,0,1,49,4590,29.27537892545099,24,3,0,Partner,2
Undergraduate,34445.0,92,5.43372200355424,4.812184355372417,4.812184355372417,5.342334251964811,4.867534450455582,3.4339872044851463,6,11,2,8,9,0,0,0,0,0,0,0,45,4781,28.701946621204613,27,0,0,Partner,2
Graduate,68281.0,31,6.903747257584598,4.727387818712341,6.035481432524756,3.7612001156935624,3.8918202981106265,3.7376696182833684,1,2,9,13,5,0,0,0,0,0,0,1,68,4954,29.057306540909256,25,0,0,Alone,1
Undergraduate,37284.0,46,2.4849066497880004,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.9459101490553132,1,0,0,3,6,0,0,0,0,0,0,0,51,4720,8.014335737299424,4,0,2,Partner,4
Graduate,36790.0,14,1.3862943611198906,1.3862943611198906,2.70805020110221,2.772588722239781,3.091042453358316,2.3978952727983707,1,2,1,2,9,0,0,0,0,0,0,1,43,4748,13.742165371738459,6,0,0,Partner,2
Graduate,27943.0,89,2.5649493574615367,0.6931471805599453,2.833213344056216,1.6094379124341003,0.6931471805599453,1.3862943611198906,3,2,0,3,8,0,0,0,0,0,0,0,59,4703,9.780189336191635,8,0,2,Partner,4
Graduate,22263.0,31,2.8903717578961645,0.0,1.0986122886681098,0.0,0.0,1.0986122886681098,2,1,0,3,6,0,0,0,0,0,1,0,75,4354,5.0875963352323845,6,0,2,Alone,3
Graduate,30261.0,75,2.1972245773362196,0.0,1.791759469228055,0.0,1.3862943611198906,1.9459101490553132,1,0,0,3,8,0,0,0,0,0,0,0,54,4905,7.321188556739479,4,0,3,Partner,5
Graduate,28587.0,42,3.1354942159291497,1.6094379124341003,2.8903717578961645,2.5649493574615367,2.3978952727983707,2.6390573296152584,3,2,0,4,6,0,0,0,0,0,0,0,48,4400,15.23720584613458,9,0,1,Partner,3
Postgraduate,43815.0,53,2.70805020110221,2.3978952727983707,3.4011973816621555,1.6094379124341003,2.0794415416798357,2.772588722239781,1,2,0,3,6,0,0,0,0,0,0,0,44,4713,14.968611031916454,6,0,1,Partner,3
Graduate,48195.0,53,4.672828834461906,3.332204510175204,4.23410650459726,3.970291913552122,2.0794415416798357,1.791759469228055,6,4,2,5,6,0,0,0,0,0,0,0,70,4422,20.08063277369438,17,0,2,Partner,4
Postgraduate,77027.0,23,6.710523109452428,4.060443010546419,5.493061443340548,3.828641396489095,0.0,2.4849066497880004,2,8,3,6,4,0,0,0,0,0,0,0,74,4407,22.57757560961649,19,0,1,Partner,3
PhD,71322.0,57,6.625392368007956,3.784189633918261,5.424950017481403,4.248495242049359,2.3978952727983707,5.3230099791384085,2,8,5,13,4,0,0,0,0,0,0,0,61,4761,27.803932513393757,28,0,1,Partner,3
Postgraduate,32765.0,49,2.6390573296152584,1.3862943611198906,2.8903717578961645,2.0794415416798357,1.3862943611198906,1.3862943611198906,2,2,0,4,5,0,0,0,0,0,0,0,47,4389,11.767753712550931,8,0,1,Partner,3
Graduate,29672.0,6,2.302585092994046,0.6931471805599453,1.3862943611198906,0.0,1.6094379124341003,2.1972245773362196,1,0,0,3,6,0,0,0,0,0,0,0,61,4737,8.188689124444203,4,0,2,Partner,4
Graduate,23272.0,29,2.995732273553991,1.3862943611198906,1.9459101490553132,1.6094379124341003,1.0986122886681098,2.5649493574615367,1,1,0,3,4,0,0,0,0,0,0,0,73,4518,11.600936342292941,5,0,0,Alone,1
Postgraduate,49912.0,5,6.255750041753367,2.1972245773362196,5.4116460518550396,3.4965075614664802,3.912023005428146,3.7612001156935624,4,10,5,7,8,1,0,0,0,0,0,1,77,4923,25.034351353532813,26,1,1,Partner,3
Undergraduate,7500.0,98,1.791759469228055,2.8903717578961645,2.8903717578961645,2.6390573296152584,2.70805020110221,3.5553480614894135,4,2,1,3,9,0,0,0,0,0,0,0,41,4960,16.474958577227266,10,0,1,Partner,3
PhD,68117.0,80,6.428105272684596,3.8066624897703196,5.375278407684165,0.0,2.8903717578961645,3.6109179126442243,2,11,8,4,6,1,0,0,0,0,0,1,79,4739,22.11133584067947,25,1,1,Alone,2
Graduate,67225.0,4,5.755742213586912,3.58351893845611,5.777652323222656,3.8501476017100584,2.0794415416798357,4.969813299576001,3,7,2,11,5,0,0,0,0,0,0,0,71,4478,26.016315918231573,23,0,1,Partner,3
Graduate,17649.0,70,2.772588722239781,0.6931471805599453,3.1780538303479458,0.0,1.791759469228055,0.6931471805599453,3,3,0,3,8,0,0,0,0,0,0,0,50,4492,9.128696382935672,9,0,1,Partner,3
Graduate,55914.0,32,5.953243334287785,4.110873864173311,5.8998973535824915,4.787491742782046,4.624972813284271,5.4510384535657,4,11,6,8,7,0,0,0,0,0,0,0,51,4689,30.827517561675602,29,0,1,Partner,3
Graduate,40059.0,82,4.709530201312334,3.4011973816621555,4.532599493153256,3.367295829986474,2.3978952727983707,4.983606621708336,1,6,2,3,8,1,0,0,0,0,0,0,42,4537,23.392124800620923,12,1,1,Partner,3
Graduate,60905.0,27,5.342334251964811,2.8903717578961645,4.343805421853684,3.6109179126442243,2.8903717578961645,3.6635616461296463,2,3,3,7,2,0,0,0,0,0,0,0,76,4469,22.7413627483847,15,0,1,Partner,3
Graduate,75330.0,94,6.320768294250582,4.418840607796598,5.552959584921617,4.543294782270004,4.127134385045092,4.127134385045092,4,10,3,12,6,0,0,0,0,0,0,0,49,4896,29.090132039328985,29,0,2,Partner,4
Graduate,60689.0,23,5.484796933490655,4.51085950651685,5.37989735354046,4.1588830833596715,1.9459101490553132,3.2188758248682006,4,4,4,10,3,0,0,0,0,0,0,0,75,4656,24.69922285083115,22,0,1,Alone,2
Graduate,38680.0,97,2.4849066497880004,0.0,3.6109179126442243,2.772588722239781,1.791759469228055,2.5649493574615367,1,2,0,3,7,0,0,0,0,0,0,0,42,4721,13.225122111361596,6,0,1,Partner,3
Graduate,61416.0,25,6.744059186311348,5.043425116919247,5.780743515792329,5.308267697401205,4.127134385045092,4.3694478524670215,1,10,3,10,6,1,0,0,0,0,0,0,44,4769,31.373077753936244,24,1,0,Partner,2
Graduate,49767.0,92,5.313205979041787,3.871201010907891,5.288267030694535,4.02535169073515,3.7612001156935624,5.0106352940962555,1,5,4,8,4,0,0,0,0,0,0,0,35,4686,27.26986112116918,18,0,0,Alone,1
Graduate,83273.0,98,6.073044534100405,4.499809670330265,6.478509642208569,2.833213344056216,4.634728988229636,4.634728988229636,10,4,6,9,7,0,0,0,0,0,0,0,56,4905,29.154035167154724,29,0,3,Alone,4
Graduate,29009.0,19,1.9459101490553132,1.9459101490553132,2.772588722239781,2.3978952727983707,1.791759469228055,1.0986122886681098,2,2,0,3,6,0,0,0,0,0,0,0,45,4475,11.952676051044941,7,0,1,Partner,3
Postgraduate,45057.0,80,3.6375861597263857,0.0,2.0794415416798357,1.3862943611198906,0.0,1.3862943611198906,1,2,0,3,5,0,0,0,0,0,0,0,47,4473,8.489616423646003,6,0,1,Partner,3
Graduate,37150.0,80,5.123963979403259,3.6375861597263857,4.174387269895637,3.912023005428146,3.5553480614894135,4.762173934797756,8,4,3,6,7,0,0,0,0,0,0,0,55,4919,25.1654824107406,21,0,1,Partner,3
Graduate,43020.0,79,3.828641396489095,2.0794415416798357,4.605170185988092,1.6094379124341003,3.258096538021482,3.784189633918261,3,4,1,4,6,0,0,0,0,0,0,0,56,4474,19.164977208530864,12,0,1,Alone,2
Graduate,53154.0,50,4.867534450455582,0.0,3.091042453358316,0.0,0.6931471805599453,2.0794415416798357,1,3,1,4,4,0,0,0,0,0,0,0,67,4283,10.731165626053679,9,0,1,Partner,3
Graduate,65308.0,60,6.570882962339584,0.0,5.579729825986222,4.795790545596741,4.394449154672439,3.5553480614894135,1,7,8,12,4,0,0,1,1,0,0,0,53,4554,24.8962005500844,28,2,0,Partner,2
Graduate,76467.0,44,6.517671272912275,5.087596335232384,6.056784013228625,5.351858133476067,3.8066624897703196,4.07753744390572,2,2,5,5,6,0,0,0,0,0,0,1,56,4944,30.898109688525388,14,0,1,Alone,2
Undergraduate,81044.0,0,6.111467339502679,3.295836866004329,6.284134161070802,4.30406509320417,4.59511985013459,3.295836866004329,1,5,6,10,1,0,0,0,0,0,0,0,79,4447,27.8864601759209,22,0,0,Partner,2
Graduate,32871.0,28,3.1354942159291497,1.0986122886681098,2.5649493574615367,0.0,1.0986122886681098,1.791759469228055,1,1,0,3,4,0,0,0,0,0,0,0,75,4740,9.689427619954962,5,0,2,Partner,4
Graduate,55801.0,35,5.908082938168931,1.6094379124341003,3.9512437185814275,1.9459101490553132,1.6094379124341003,4.564348191467836,6,7,2,6,7,0,0,0,1,0,0,0,51,4543,19.58846082214171,21,1,2,Alone,3
Graduate,76320.0,49,6.267200548541362,3.58351893845611,5.3706380281276624,4.248495242049359,3.9889840465642745,3.58351893845611,2,6,3,4,2,0,0,0,0,0,0,0,67,4270,27.04235574219488,15,0,1,Alone,2
Postgraduate,36927.0,46,3.9512437185814275,0.0,2.833213344056216,0.0,0.0,1.6094379124341003,2,3,0,3,8,0,0,0,0,0,0,0,71,4290,8.393894975071744,8,0,2,Alone,3
Graduate,48794.0,97,3.258096538021482,0.0,2.4849066497880004,1.3862943611198906,0.0,2.772588722239781,1,1,0,3,4,0,0,0,0,0,0,0,73,4266,9.901886271169154,5,0,2,Partner,4
Graduate,23478.0,51,3.367295829986474,1.9459101490553132,3.332204510175204,2.5649493574615367,2.8903717578961645,3.6888794541139363,1,3,0,3,8,0,0,0,0,0,0,0,61,4730,17.789611058688628,7,0,0,Alone,1
Graduate,71128.0,80,6.8658910748834385,5.075173815233827,6.104793232414985,3.044522437723423,0.0,3.4657359027997265,3,2,10,12,7,0,0,0,0,0,0,0,53,4894,24.556116463055396,27,0,1,Alone,2
PhD,70179.0,10,6.278521424165844,4.48863636973214,5.1298987149230735,4.248495242049359,3.8066624897703196,4.897839799950911,3,7,3,13,5,0,0,0,0,0,0,0,50,4606,28.850054040591647,26,0,1,Alone,2
Graduate,59462.0,29,6.586171654854675,2.8903717578961645,4.969813299576001,0.0,2.1972245773362196,5.2832037287379885,2,9,2,12,7,0,0,0,0,0,0,0,76,4803,21.926785018401045,25,0,1,Partner,3
Postgraduate,51381.5,52,5.929589143389895,3.7612001156935624,3.8918202981106265,4.553876891600541,4.204692619390966,4.574710978503383,7,4,10,4,3,0,0,0,0,0,0,0,57,4670,26.915890046688972,25,0,2,Partner,4
Graduate,38361.0,74,3.6888794541139363,0.0,4.04305126783455,3.044522437723423,2.1972245773362196,2.70805020110221,3,3,1,3,7,0,0,0,0,0,0,0,57,4447,15.68172793811034,10,0,1,Partner,3
PhD,51381.5,82,3.1780538303479458,0.0,2.772588722239781,0.0,1.0986122886681098,2.0794415416798357,2,3,0,3,6,0,0,0,0,0,0,0,45,4657,9.128696382935672,8,0,1,Alone,2
PhD,70038.0,54,6.376726947898627,4.007333185232471,5.855071922202427,4.276666119016055,4.007333185232471,4.875197323201151,1,4,4,8,2,0,0,0,0,0,0,0,44,4510,29.3983286827832,17,0,0,Partner,2
Graduate,42554.0,93,3.4011973816621555,0.6931471805599453,2.4849066497880004,0.0,0.0,0.0,2,2,0,3,4,0,0,0,0,0,0,0,48,4796,6.579251212010101,7,0,2,Partner,4
Graduate,67445.0,63,6.630683385642372,4.394449154672439,5.384495062789089,3.4011973816621555,4.394449154672439,2.4849066497880004,5,9,6,12,6,0,0,0,0,0,0,0,52,4949,26.690180789226496,32,0,1,Partner,3
Graduate,67046.0,92,6.300785794663244,3.58351893845611,4.897839799950911,3.1780538303479458,5.0238805208462765,4.68213122712422,2,4,5,4,2,0,0,0,0,0,0,0,75,4802,27.666210111388708,15,0,1,Alone,2
Graduate,42192.0,40,3.713572066704308,2.772588722239781,2.772588722239781,2.8903717578961645,1.9459101490553132,2.0794415416798357,1,2,1,3,4,0,0,0,0,0,0,0,78,4559,16.174472959815184,7,0,0,Partner,2
PhD,77610.0,70,7.1276936993473985,3.5263605246161616,5.808142489980444,3.091042453358316,3.5263605246161616,2.833213344056216,2,4,7,4,7,0,0,0,0,0,0,0,74,4871,25.912813035974697,17,0,1,Partner,3
Graduate,31761.0,96,2.995732273553991,0.6931471805599453,3.044522437723423,2.833213344056216,2.70805020110221,3.367295829986474,2,3,0,4,5,0,0,0,0,0,0,0,42,4348,15.64196126698226,9,0,1,Partner,3
Graduate,34350.0,81,2.833213344056216,1.3862943611198906,2.772588722239781,1.0986122886681098,0.6931471805599453,2.4849066497880004,1,1,0,3,7,0,0,0,0,0,0,0,47,4516,11.268762546431942,5,0,1,Partner,3
Graduate,54591.0,63,5.932245187448011,1.6094379124341003,4.553876891600541,2.5649493574615367,2.302585092994046,3.2188758248682006,3,6,2,8,5,0,0,0,0,0,0,0,77,4591,20.181970266806434,19,0,1,Partner,3
Graduate,71866.0,85,5.220355825078324,5.187385805840755,5.187385805840755,4.6443908991413725,3.6888794541139363,3.5263605246161616,1,6,3,10,3,0,0,0,0,0,0,0,70,4449,27.45475831463131,20,0,1,Partner,3
Graduate,25293.0,51,2.772588722239781,0.0,2.4849066497880004,0.0,1.0986122886681098,2.302585092994046,1,1,1,2,8,0,0,0,0,0,0,0,57,4550,8.658692753689937,5,0,1,Partner,3
PhD,42000.0,23,4.8283137373023015,4.430816798843313,5.5909869805108565,4.454347296253507,4.0943445622221,3.58351893845611,2,5,2,11,5,0,0,0,0,0,0,1,39,4798,26.982328313588187,20,0,0,Alone,1
Graduate,69520.0,95,6.4425401664681985,4.795790545596741,6.028278520230698,4.804021044733257,4.394449154672439,4.543294782270004,1,9,6,5,5,0,0,0,0,0,0,0,43,4620,31.008374213971337,21,0,0,Partner,2
Graduate,64713.0,11,5.198497031265826,4.110873864173311,5.488937726156687,2.6390573296152584,4.007333185232471,4.007333185232471,2,5,5,7,4,0,0,0,0,0,0,1,56,4405,25.452032321676025,19,0,1,Alone,2
Postgraduate,27889.0,42,2.70805020110221,0.0,1.6094379124341003,0.0,0.0,2.1972245773362196,1,1,1,2,6,0,0,0,0,0,0,0,49,4622,6.51471269087253,5,0,1,Partner,3
Undergraduate,22123.0,77,1.3862943611198906,1.3862943611198906,3.2188758248682006,3.5553480614894135,2.0794415416798357,3.4657359027997265,1,2,1,3,5,0,0,0,0,0,0,0,66,4357,15.091990053076959,7,0,0,Alone,1
Graduate,51381.5,82,4.276666119016055,0.6931471805599453,2.833213344056216,0.0,0.0,2.302585092994046,4,2,1,3,8,0,0,0,0,0,0,0,55,4746,10.105611736626262,10,0,2,Partner,4
Postgraduate,51381.5,83,5.087596335232384,0.0,3.1354942159291497,0.0,0.0,3.2188758248682006,2,4,1,4,6,0,0,0,0,0,0,0,72,4634,11.441966376029734,11,0,1,Partner,3
Graduate,27803.0,40,2.1972245773362196,3.295836866004329,3.8501476017100584,3.6635616461296463,2.302585092994046,3.912023005428146,2,3,0,4,8,0,0,0,0,0,0,0,53,4935,19.221378789602447,9,0,1,Partner,3
Graduate,51381.5,95,5.579729825986222,0.0,3.091042453358316,2.5649493574615367,1.9459101490553132,4.997212273764115,3,6,1,5,7,0,0,0,0,0,0,0,71,4517,18.178844059625504,15,0,1,Alone,2
Graduate,51651.0,32,5.683579767338681,1.9459101490553132,3.1780538303479458,2.6390573296152584,1.9459101490553132,4.532599493153256,4,6,2,5,8,0,0,0,0,0,0,0,66,4862,19.92511071856577,17,0,1,Partner,3
Graduate,68487.0,48,6.63200177739563,2.5649493574615367,5.955837369464831,3.5263605246161616,4.499809670330265,4.499809670330265,1,9,7,13,4,0,0,0,0,0,0,0,38,4795,27.67876836959869,30,0,0,Partner,2
Postgraduate,51381.5,75,6.278521424165844,4.844187086458591,6.19644412779452,5.10594547390058,4.844187086458591,4.844187086458591,1,5,5,11,1,0,0,1,0,0,0,1,83,4505,32.11347228523672,22,1,0,Alone,1
Graduate,56796.0,24,6.48768401848461,3.6635616461296463,5.087596335232384,4.143134726391533,3.871201010907891,3.6375861597263857,3,8,9,7,7,0,0,0,0,0,0,0,57,4761,26.89076389687245,27,0,1,Partner,3
Undergraduate,87000.0,61,5.2832037287379885,3.258096538021482,6.410174881966167,4.219507705176107,2.8903717578961645,3.912023005428146,1,4,6,7,2,0,0,0,0,0,0,0,34,4824,25.973377617226056,18,0,0,Partner,2
Graduate,79823.0,6,6.728628613084702,4.30406509320417,5.942799375126701,4.74493212836325,4.30406509320417,3.784189633918261,1,6,9,7,2,0,1,0,0,0,0,0,67,4353,29.80867993690125,23,1,1,Partner,3
Graduate,30828.0,16,2.833213344056216,2.4849066497880004,2.772588722239781,1.0986122886681098,0.0,2.5649493574615367,2,1,1,4,3,0,0,0,0,0,0,0,46,4531,11.754270362213644,8,0,1,Alone,2
Postgraduate,34109.0,39,2.302585092994046,0.6931471805599453,1.791759469228055,1.0986122886681098,0.6931471805599453,1.6094379124341003,1,0,0,3,4,0,0,0,0,0,0,0,55,4498,8.188689124444203,4,0,1,Partner,3
Postgraduate,53367.0,2,5.438079308923196,2.0794415416798357,4.948759890378168,2.3978952727983707,1.3862943611198906,2.4849066497880004,7,5,1,8,7,0,0,0,0,0,0,1,52,4565,18.735377024687462,21,0,2,Alone,3
Undergraduate,22390.0,49,0.0,0.6931471805599453,1.6094379124341003,2.772588722239781,0.6931471805599453,1.791759469228055,1,1,0,2,7,0,0,0,0,0,0,0,57,4514,7.5600804650218265,4,0,0,Partner,2
Graduate,71322.0,31,4.804021044733257,3.2188758248682006,4.8283137373023015,3.2188758248682006,2.772588722239781,3.7612001156935624,1,4,1,7,2,0,0,0,0,0,0,0,50,4321,22.603875269705302,13,0,1,Partner,3
Graduate,79244.0,58,6.156978985585555,4.634728988229636,4.836281906951478,5.3612921657094255,4.127134385045092,5.5053315359323625,1,4,10,7,1,0,0,1,1,0,0,1,33,4820,30.62174796745355,22,2,0,Alone,1
Postgraduate,49912.0,5,6.255750041753367,2.1972245773362196,5.4116460518550396,3.4965075614664802,3.912023005428146,3.7612001156935624,4,10,5,7,8,1,0,0,0,0,0,1,77,4923,25.034351353532813,26,1,1,Partner,3
PhD,48699.0,90,3.295836866004329,0.6931471805599453,2.3978952727983707,1.0986122886681098,0.0,0.6931471805599453,1,1,0,3,5,0,0,0,0,0,0,0,76,4667,8.1786387885907,5,0,2,Partner,4
Graduate,80144.0,47,5.484796933490655,4.890349128221754,6.100318952020064,5.5254529391317835,5.262690188904886,4.6913478822291435,1,3,7,8,1,0,0,0,0,0,0,0,51,4535,31.954956023998285,19,0,0,Partner,2
Graduate,54252.0,25,5.187385805840755,1.6094379124341003,3.295836866004329,2.1972245773362196,1.6094379124341003,3.8066624897703196,5,4,1,5,6,0,0,0,0,0,0,0,70,4660,17.705985563819823,15,0,2,Alone,3
Postgraduate,81929.0,60,7.304515946460155,4.02535169073515,5.631211781821365,3.912023005428146,0.0,5.225746673713202,2,4,4,10,6,1,0,1,0,0,0,1,50,4901,26.09884909815802,20,2,1,Partner,3
Graduate,76068.0,67,7.017506142941256,2.5649493574615367,4.859812404361672,3.5263605246161616,2.5649493574615367,4.343805421853684,1,2,3,4,6,0,1,0,0,1,0,0,51,4840,24.877383208695846,10,2,1,Partner,3
Postgraduate,53204.0,40,3.4011973816621555,0.0,2.1972245773362196,1.0986122886681098,0.0,1.9459101490553132,1,1,0,3,4,0,0,0,0,0,0,0,50,4364,8.642944396721798,5,0,2,Partner,4
